position0_particle0,position1_particle0,position2_particle0,position0_particle1,position1_particle1,position2_particle1,position0_particle2,position1_particle2,position2_particle2,position0_particle3,position1_particle3,position2_particle3,momentum0_particle0,momentum1_particle0,momentum2_particle0,momentum0_particle1,momentum1_particle1,momentum2_particle1,momentum0_particle2,momentum1_particle2,momentum2_particle2,momentum0_particle3,momentum1_particle3,momentum2_particle3,lambda0,lambda1,time,hamiltonian,hamiltonian_difference
-3.378800485084828e-07,2.354958537988839e-07,1.9937457560808887e-11,0.9999974721866707,0.002089045011209291,0.00012936993374098647,0.0029311337046013506,0.999998911240545,0.00011529041543722352,0.9960390166832773,0.9963147901829407,0.11726118243750168,8.903956316319775e-06,1.3040203128516578e-05,2.625576984041502e-09,-0.00011640537906659161,0.06024774502416676,0.004631956499185878,0.05841712560126738,-5.7285596134456345e-05,0.00342926166358589,-0.07883469301353321,-0.10624980030052368,1.1636377459289275,0.001304974654857213,1.3376656719939217,0.1,1.1764705882352937,-4.440892098500626e-16
-1.4259466818513353e-07,4.010362889296191e-07,6.726750575850392e-11,0.999996136267479,0.002722538391712768,0.00017952743898305,0.0035441668249234478,0.9999981998414895,0.00015315844776667915,0.9952118616485688,0.9951977238447788,0.1288859766153278,3.0153119748248837e-05,2.006788389759704e-05,6.84043265547743e-09,-0.00015077845926977874,0.06645093107651862,0.005399544549225596,0.06418949846313998,-8.499421495083696e-05,0.004144344802303755,-0.08659631392816279,-0.11716346733182849,1.1613210896363033,0.00212264845571339,1.3377836508373955,0.11,1.1764705882352933,6.661338147750939e-16
3.034895880813869e-07,6.491729166957435e-07,1.7395600062578504e-10,0.999994472007385,0.0034075671378393634,0.0002363058667823143,0.004214903635996703,0.9999971721730807,0.0001985170930770617,0.9943070677650431,0.9939900897127721,0.14048900675854364,5.9063731505139326e-05,2.95594416556556e-05,1.4497266318001149e-08,-0.00018207355952732,0.07055481814880463,0.0059561410106277815,0.06995786375151776,-0.00012053946681310207,0.004927384259773767,-0.09436246277698239,-0.12436335906950863,1.1592849390068611,0.002887391590338928,1.3388849157717146,0.12,1.176470588235294,-4.440892098500626e-16
1.0691370626251343e-06,1.0068039204827148e-06,3.7938819033580387e-10,0.9999925257953727,0.0041238856890603625,0.00029745640969284793,0.004943313230380944,0.9999957466474179,0.00025204761605433426,0.9933245545250404,0.9927277098363648,0.15207331588154147,9.406576340335496e-05,4.196675910164821e-05,2.6589171623914472e-08,-0.0002071688429463173,0.07270889209538994,0.006273967571478168,0.07572405512531204,-0.00016456566576091418,0.00577872033567805,-0.10214018522350327,-0.12811261621192868,1.157576885592713,0.0034945565038165733,1.3406099949359123,0.13,1.1764705882352935,2.6645352591003757e-15
2.2046478913879138e-06,1.5053946789473966e-06,7.313770798840658e-10,0.9999903639783471,0.004854448697272374,0.0003607502141407913,0.0057293715381049075,0.9999938361989901,0.0003144333950869158,0.9922642080258226,0.9914407640480942,0.16364190001639187,0.00013303640235033047,5.7751392591745296e-05,4.380860628623678e-08,-0.00022519456217848187,0.07340370954701982,0.0063847933181116106,0.08148760641955415,-0.00021752401980641633,0.0066984354708498695,-0.10992911462020101,-0.12927654144220743,1.156139941377341,0.0038887271738168683,1.3424279665459922,0.14,1.1764705882352962,0.0
3.738397968372992e-06,2.181083579980434e-06,1.2831213027005274e-09,0.9999880453472183,0.005588377330442129,0.00042457956825400225,0.0065730344385905954,0.9999913500700242,0.00038635610924963194,0.9911259679269329,0.9901485527161591,0.17519665471820042,0.00017371361304647319,7.738638761475978e-05,6.654023827693705e-08,-0.00023853166357936734,0.07338201708693111,0.006381077504530585,0.08724497367757042,-0.00027970177336758887,0.007686107361691111,-0.11771890515773409,-0.12916572494482242,1.1548109989843747,0.004055817649041646,1.3436204270570364,0.15,1.1764705882352962,1.1102230246251565e-15
5.676448442132025e-06,3.0748227139371017e-06,2.090599768918589e-09,0.9999855873439655,0.006322819338152679,0.0004885045379553923,0.007474203578432237,0.999988195196664,0.00046848927582299063,0.9899099335054949,0.9888562121189094,0.1867374225831138,0.0002138964817071188,0.00010136143917763887,9.49554549679377e-08,-0.0002530689869794759,0.0735063844551801,0.006403916435747783,0.09298885429086863,-0.00035127289866199624,0.008740525953000922,-0.1254879791300478,-0.12930239450513076,1.153342573998253,0.004001740793424209,1.3433014506654897,0.16,1.1764705882352973,4.440892098500626e-15
8.003579936921945e-06,4.232577166163396e-06,3.211199812197021e-09,0.9999829342049452,0.0070633847971913084,0.0005536199059127352,0.008432688302256849,0.9999842770135554,0.0005614892915937146,0.9886164706764566,0.9875539440724063,0.1982613618094569,0.00025152981725441785,0.00013018945127034228,1.2916455369097748e-07,-0.000277558817073721,0.0746067073525813,0.006619157155727637,0.09870809047428751,-0.00043236372306635983,0.009859477201189815,-0.1332045866780396,-0.13115121479559017,1.1514452712702614,0.00374082844322527,1.3405520841956209,0.17,1.1764705882353017,-4.440892098500626e-16
1.06857594303418e-05,5.70559200192175e-06,4.704376479128352e-09,0.99997993571006,0.007823088380896162,0.000622643851263437,0.009448172372017699,0.9999794995510294,0.0006659854566802888,0.9872462929521832,0.986218882064783,0.20976280704011127,0.00028490608142964555,0.00016441351588142322,1.694707796954002e-07,-0.00032214015995825004,0.0773340093883919,0.00718563191441323,0.10438872347788952,-0.0005231287821410377,0.011039755816126434,-0.14083095817666041,-0.13586118672905362,1.1488437748606082,0.0033075648657098135,1.3346899011971964,0.18,1.1764705882353013,-4.440892098500626e-16
1.3676037717874201e-05,7.550729254294735e-06,6.635898201471677e-09,0.9999763435351476,0.008619987641723777,0.0006996793120482667,0.010520198162686276,0.9999737647463315,0.0007825719685692135,0.9858004856741814,0.984819259611702,0.22123370434402273,0.00031314957607674304,0.00020461393459304299,2.1683356477310952e-07,-0.00039629482252456045,0.08204584277712632,0.008221460242551562,0.1100164346558176,-0.000623832157428803,0.012277546561656805,-0.1483304974236852,-0.14406330388712643,1.1453356859216988,0.002784820270917937,1.3255985020263112,0.19,1.1764705882353008,-8.881784197001252e-16
1.6926337107602714e-05,9.830869806608694e-06,9.088151666382815e-09,0.9999718289206548,0.009473933862233438,0.0007896632388213272,0.011648180226673558,0.9999669709536169,0.000911805645307785,0.9842804494532951,0.9833201457349086,0.232664587870701,0.0003369103018689952,0.0002514141758698191,2.73617128209204e-07,-0.0005066280760434911,0.08874340132480923,0.009775325112061284,0.11557997814164264,-0.0007349263854939291,0.013569188786058324,-0.1556767467535945,-0.15575947147158084,1.1408410194139509,0.0023248317710671752,1.3139695759964032,0.2,1.1764705882353,-6.661338147750939e-16
2.0405617093327083e-05,1.2615355402528566e-05,1.2179221785959673e-08,0.9999660211704283,0.010403009802159894,0.0008975860776177378,0.012831453137259339,0.9999590107383479,0.0010542123749725403,0.9826877567688067,0.9816897339298558,0.24404594851232822,0.00035894569527578465,0.000305482943313924,3.4459689570586386e-07,-0.0006549219692538276,0.09707178666046996,0.01180924264721791,0.12107460397550301,-0.0008571166682920532,0.014912157146890247,-0.16286179014404892,-0.17032288953892524,1.1354311089115108,0.002138007198197376,1.3013129907226402,0.21,1.1764705882352993,1.3322676295501878e-15
2.4121281767127735e-05,1.5980410403990654e-05,1.6092460773602672e-08,0.9999585620324325,0.011420287977831066,0.001027619888629421,0.014069347384037067,0.9999497681783175,0.0012103028916483252,0.981023940742459,0.9799050662001684,0.2553697495106079,0.00038418723948437073,0.00036752805697855344,4.380509018228285e-07,-0.000836905629908195,0.10638384847376756,0.014197519555119541,0.12650424538004487,-0.000991395337792527,0.016305946188267275,-0.16990141512548615,-0.18661065639858257,1.1293290907444276,0.002441426362906514,1.289677022385962,0.22,1.1764705882353006,4.440892098500626e-16
2.813750066920863e-05,2.000944018981339e-05,2.111558692075867e-08,0.9999491668952495,0.01253148942429621,0.0011823252602932268,0.015361276424361124,0.9999391160421514,0.0013805952421153517,0.9792902586701302,0.9779561683325768,0.26663079259667666,0.00041905654093172883,0.00043827790018583385,5.665743276080806e-07,-0.0010421218067011844,0.11585644081925445,0.016743554777639693,0.13188156268476126,-0.0011390318954248287,0.017752523905136586,-0.17683499934027552,-0.2031689171197164,1.1228795264693305,0.0033837980134555565,1.2811482031978512,0.23,1.176470588235301,2.220446049250313e-16
3.2583449187256356e-05,2.479307229724432e-05,2.768388233241795e-08,0.9999376806637689,0.013733961857274851,0.0013621053334306405,0.01670681255002514,0.9999269133419716,0.0015656385751797843,0.9774874860569038,0.9758478566049029,0.2778276454496709,0.00047013316267780836,0.0005184485213003396,7.470847547237467e-07,-0.0012551244894171065,0.12463804577647286,0.019212459849842895,0.13722566244804146,-0.0013015081405366366,0.019256142707749807,-0.18371952330499466,-0.21849342841506172,1.116491044129517,0.004980644913619988,1.2772984823063203,0.24,1.1764705882353013,-2.220446049250313e-16
3.76470690602526e-05,3.0428809572613612e-05,3.6416939475545424e-08,0.9999241150209268,0.01501715555696027,0.0015650374202608975,0.018105731291137496,0.9999130038191905,0.0017660318203041336,0.9756157946142237,0.9735989005630297,0.28896290959728027,0.0005425908119213524,0.0006086989337734098,9.995266739014436e-07,-0.0014580040789967078,0.132000694160608,0.021373957516207655,0.14255808577442677,-0.001480396415679351,0.020822506317119235,-0.19061876523103025,-0.23129777995958703,1.1105617853923584,0.007091150379440144,1.27876313099573,0.25,1.176470588235301,2.220446049250313e-16
4.3554652705153675e-05,3.702021540751343e-05,4.813555009232316e-08,0.9999086553820606,0.016364501010850786,0.001787144761498902,0.019558012349537728,0.9998972158814353,0.001982431771128321,0.9736747508922008,0.9712387104891769,0.3000427265126338,0.0006389259170596324,0.000709582233207361,1.3441954494568562e-06,-0.0016339236942287366,0.13746839661751,0.023047510731397637,0.147898125905638,-0.0016771911353507443,0.022457483847723978,-0.197589979173574,-0.24074023481101625,1.1054015976783242,0.009447408426158512,1.2850634619697068,0.26,1.1764705882353013,1.9984014443252818e-15
5.054103388874589e-05,4.4675643223247474e-05,6.384776362405979e-08,0.9998916306010323,0.017756338305562638,0.002023086072798005,0.021063795703494956,0.9998793643440428,0.0022155474711162623,0.971663446789397,0.9688021666198856,0.31107556614782145,0.0007583503196620108,0.000821503329942454,1.7982472569026331e-06,-0.0017710325114434745,0.14089906232489266,0.02414075152843273,0.15325854488587018,-0.0018931163431587705,0.024165656149884022,-0.20467084138730504,-0.24656853904732023,1.101166329359145,0.011720839613483528,1.2946820906299705,0.27,1.1764705882353033,0.0
5.881737000842371e-05,5.35066268089344e-05,8.470112590676588e-08,0.9998734459203578,0.019173363436384292,0.0022671560075605904,0.02262330062864126,0.9998592540584769,0.0024661205816174725,0.9695807464578905,0.9663235336353421,0.3220704873293914,0.0008969169042743072,0.0009446933871956017,2.3724251996417126e-06,-0.0018659036234520653,0.14250596383944134,0.024673235424085293,0.15864244014340284,-0.0021289407700205093,0.025948965950362318,-0.21186922491402152,-0.24915805786138742,1.0978179069548422,0.01359547456829886,1.305319927378034,0.28,1.1764705882353033,-2.4424906541753444e-15
6.854288132356199e-05,6.362612770503539e-05,1.1190821134314432e-07,0.9998544883036518,0.020599973825907256,0.0025144227879503062,0.0242367210378266,0.9998366851807133,0.002734893820540753,0.9674256115833711,0.9638305506541149,0.3330351739111228,0.001048185358744519,0.0010792067920167433,3.0689918875933102e-06,-0.0019256197177372374,0.14281611406514538,0.02478012065385558,0.164041641693528,-0.002384834782681399,0.027805681834246837,-0.2191577499895877,-0.2494385383840286,1.0951194093915233,0.014821939728192608,1.3142502851256261,0.29,1.1764705882353008,-2.220446049250313e-16
7.980459586276158e-05,7.514686867492845e-05,1.4666030013836852e-07,0.9998350210086002,0.02202692498301248,0.0027617934768549954,0.025904113319269534,0.9998114594952167,0.0030225714720502803,0.9651974510155796,0.9613397351830559,0.34397411082592144,0.0012041575490955765,0.0012249414019620333,3.881425871452454e-06,-0.0019678392925666717,0.14257411735589903,0.02469401712708216,0.16943681459506196,-0.002660302316663653,0.029729848467659557,-0.2264743635687221,-0.24872455582777106,1.0926679735682021,0.015244380695213595,1.3187233957278546,0.3,1.1764705882353006,2.220446049250313e-16
9.260698488329876e-05,8.817997455954039e-05,1.9004757170337877e-07,0.999815088906582,0.02345284147000018,0.003008799946236979,0.027625294421650876,0.9997833868973366,0.003329777729245533,0.9628964316857498,0.9588537083695083,0.35488725697883755,0.0013563202550115226,0.0013816797749600105,4.796028441547579e-06,-0.002018581111082582,0.14260918004164055,0.024707276749314493,0.17479940588120108,-0.0029542172593567248,0.03171140297138908,-0.2337295023972312,-0.2484808068817537,1.0899612570150239,0.014811162958273512,1.316415208506555,0.31,1.1764705882353008,-4.440892098500626e-16
0.00010687257523947044,0.00010283411582955348,2.430049892725966e-07,0.9997944561818585,0.02488433111389328,0.003257939935978629,0.029399769091956157,0.9997522908818643,0.003657020440135293,0.96052368644077,0.9563609861565123,0.3657694963578128,0.0014967978162221318,0.0015491484790417964,5.795455072291145e-06,-0.002107963833624443,0.14368874873697787,0.02512072119901488,0.1800955281798441,-0.0032649858351018104,0.033737139206558714,-0.24081954659870866,-0.25006363571745144,1.086486618780041,0.013585846272603036,1.3059114224989183,0.32,1.1764705882353004,6.217248937900877e-15
0.00012245494353322332,0.00011921531791222987,3.0630312846173677e-07,0.9997725933307943,0.02633469535910372,0.003514481674367281,0.03122670475145274,0.9997180117572556,0.0040046691951172,0.9580813631312026,0.9538382505826989,0.3766110161006987,0.0016196758425330053,0.0017270919375000817,6.864172765576474e-06,-0.00226460637921965,0.14638410030514465,0.026187626478728576,0.18529160371955583,-0.003590839086651008,0.0357926117898561,-0.24764511531492653,-0.2544834790453388,1.0818173297970362,0.011764304341952655,1.2871626438560155,0.33,1.1764705882353066,-2.220446049250313e-16
0.0001391654819814467,0.00013742754641787628,3.8060199665505335e-07,0.9997487216676402,0.02782147110624919,0.0037857358677245464,0.033104968031114984,0.9996804064129202,0.004372956457255369,0.955572480721534,0.951254687458713,0.3873985923806482,0.0017224318471117418,0.001915353763629323,7.995600873087588e-06,-0.0025097262515926906,0.15097104912395035,0.02806321219272491,0.190361052212894,-0.003930229780437964,0.037864840637778195,-0.25413136661879837,-0.2622291457518375,1.0756979261928723,0.009685460876893566,1.2617765212820362,0.34,1.1764705882353064,-6.661338147750939e-16
0.00015681347648786596,0.0001575740751204036,4.6658041178723623e-07,0.9997219125113609,0.029363241620112984,0.004079899709654162,0.035033226712881387,0.9996393439082305,0.004762007408664547,0.9530005926469483,0.9485776191972544,0.39811759126328733,0.0018071670541721318,0.002113951976876193,9.2000821533493e-06,-0.002852105004272757,0.15738305364880906,0.030769556193198516,0.19529068414038642,-0.004282271157515588,0.03994534964405765,-0.26024624829834747,-0.2731845065398817,1.068101850334943,0.007811467892379548,1.232986643527741,0.35000000000000003,1.1764705882353057,0.0
0.00017525506561050382,0.00017975947587240215,5.651410937938285e-07,0.9996912269626963,0.030976282359106794,0.0044046656084353545,0.03701010564932893,0.9995946969339792,0.005171898101348877,0.9503693003762256,0.9457784342614226,0.40875434479569295,0.0018811507703554303,0.002323128173523481,1.0512054247968944e-05,-0.0032850047286363203,0.1652250941499522,0.03418362356303973,0.2000851031491229,-0.004647123692751905,0.042032788892808086,-0.26601220584619406,-0.2866524806264677,1.0592488561461826,0.006659018020402604,1.2051970575650823,0.36,1.1764705882353057,-8.881784197001252e-16
0.00019444198338653307,0.00020409186450169638,6.776723525928311e-07,0.9996558727777722,0.0326716378104144,0.004765844478388793,0.039034369278889,0.9995463301921284,0.005602733615655966,0.9476817010475126,0.9428377601437876,0.41929847271969006,0.001956232784850039,0.002543349552334241,1.1994197511824018e-05,-0.003785832256167869,0.17384599611155377,0.03805215042764133,0.20476762276288069,-0.005026224677416649,0.044134313968605066,-0.2715076598963773,-0.3014823429004818,1.0495767286532658,0.006686178971239449,1.183137187792374,0.37,1.1764705882353048,4.440892098500626e-16
0.0002144581105887691,0.00023068486238154022,8.063245453657369e-07,0.9996153491421524,0.03445314877170109,0.005166265577298267,0.041105092437550124,0.9994940877049177,0.006054730787980457,0.9449398795485523,0.9397489608510573,0.42974470874972687,0.0020469926555968755,0.00277525002363375,1.37362410427514e-05,-0.004318894867789603,0.18245619614577444,0.04203206935424912,0.2093770089693379,-0.0054222727647264815,0.04626512049628982,-0.2768566398956617,-0.31627751564555523,1.039670477354118,0.008166082691098898,1.1708158842281147,0.38,1.1764705882353053,4.218847493575595e-15
0.0002355328276976864,0.00025965867214508006,9.542396924777932e-07,0.9995695495257553,0.0363167768267685,0.005605175908209056,0.04322178001103236,0.9994377817161924,0.006528286425347357,0.9421445574910376,0.9365193437546557,0.44009386427039815,0.0021679507661864178,0.0030195119290738633,1.5846788379656775e-05,-0.004841028411648733,0.19026941486770468,0.04574999682790686,0.21396050572710437,-0.005838924980340025,0.04844600697708877,-0.2822077716072662,-0.3296459036347498,1.0301606267801497,0.011093078971508765,1.1705573536982363,0.39,1.1764705882353095,-1.3322676295501878e-15
0.0002580252661514536,0.0002911397738202691,1.1256642560333765e-06,0.999518797943273,0.038251335015295415,0.006078276802006858,0.04538440572260332,0.9993771859557933,0.007024013392949108,0.9392949862451025,0.9331688799546691,0.4503527111403311,0.0023305369245663495,0.0032767084059628897,1.8438124331449276e-05,-0.005309288084802958,0.19664222283766952,0.048870181931649374,0.21856463658707992,-0.006280227099484498,0.0506993865432573,-0.2877064775797462,-0.34044685636255484,1.0216087472064648,0.0151584539728584,1.1823860557750157,0.4,1.1764705882353081,4.218847493575595e-15
0.0002823809935720969,0.00032525902086345457,1.32588593551992e-06,0.9994638045789442,0.04024047679598814,0.006578418851176005,0.04759335797204565,0.9993120355039219,0.00754273321448057,0.9363891242156207,0.9297266961547438,0.46053276230469764,0.0025406085595653743,0.0035471410026781235,2.1606211565905643e-05,-0.005689384780946368,0.20118613330089555,0.05115822790219041,0.22322581330141703,-0.0067498632747981895,0.05304457776304968,-0.2934659283166816,-0.3479899036225694,1.0144014856667838,0.019805347331990637,1.2039115504241993,0.41000000000000003,1.1764705882353124,-4.440892098500626e-16
0.00030906952967614776,0.00036214828459534053,1.5609676584611526e-06,0.999405541405694,0.042265569784470554,0.007096851764874438,0.04984930050877913,0.999242034387421,0.008085422845459126,0.9334240817410283,0.9262259954378316,0.47064813646005077,0.0027970986612428556,0.0038307117436969145,2.541013302231211e-05,-0.005963249869088613,0.20383246439558111,0.0525283548374926,0.2279626940452625,-0.007250360025380961,0.055493348432653467,-0.29954256660177525,-0.3521502397598628,1.008673345403875,0.024341670743948392,1.2307097870667372,0.42,1.176470588235312,2.220446049250313e-16
0.00033851497357197574,0.0004019361529795453,1.8372987315358321e-06,0.9993450545553882,0.044308929223446945,0.007624817836213404,0.05215297240446895,0.9991668705791479,0.00865312247434339,0.9303967636926256,0.9226983335170383,0.4807128707090189,0.003091990117923516,0.004126861933144815,2.9856081592635406e-05,-0.0061341201920768395,0.20483942339969843,0.0530648594303012,0.2327716850927076,-0.007782401629246372,0.058046577344202134,-0.30592104307877893,-0.3533821443987946,1.004273504389744,0.02807266768589892,1.2570782373651423,0.43,1.1764705882353121,2.220446049250313e-16
0.0003710322627676461,0.0004447434403573343,2.161030412900275e-06,0.9992832444948446,0.04635683428302141,0.008155207582039893,0.054504962240067116,0.9990862365370031,0.009246818632401399,0.9273046003574588,0.9191682705581186,0.490738158550315,0.0034114677212100973,0.004434595542412549,3.489025468024593e-05,-0.006227891916657147,0.2047415885151949,0.0530130897349967,0.23762628202692243,-0.008344406799709068,0.060692654267398116,-0.3125116239545863,-0.35263044738515104,1.0007840638694703,0.030418574053781712,1.2769986053350717,0.44,1.1764705882353124,2.220446049250313e-15
0.0004067792848635125,0.0004906793665725865,2.537497803668015e-06,0.9992206542886821,0.04840180243140688,0.008683976694300183,0.056905495373001685,0.9989998520752252,0.009867321799732926,0.9241462369304949,0.9156493285049296,0.5007300178801812,0.0037379366979674103,0.004752589700642006,4.0403223473373425e-05,-0.0062901493158348835,0.20425204116189682,0.052740732717059716,0.24248034456001924,-0.008932485555870421,0.06340797919892213,-0.3191610614382275,-0.3511579632526119,0.9975878021037616,0.03100115717263973,1.2851591439038244,0.45,1.1764705882353146,3.9968028886505635e-15
0.00044573203911140043,0.0005398392303997045,2.9707460747673964e-06,0.9991573080121521,0.05044373834736234,0.0092110579724957,0.059354271812038055,0.9989074854195741,0.010515160138369686,0.9209220524026431,0.9121419359632214,0.510687829199481,0.0040526141516360374,0.005079383064808463,4.624643074698322e-05,-0.006379105990177701,0.20413514202919011,0.05267552292204196,0.24727494324742322,-0.009540845574380386,0.06615968852852847,-0.32567584413244777,-0.35032054508900734,0.9939744617560132,0.02970092533156922,1.27792083942937,0.46,1.1764705882353186,-2.220446049250313e-16
0.00048768745999724976,0.0005923042657604104,3.46327743501066e-06,0.9990926348333179,0.05248977580018225,0.00974058450813712,0.06185038650939461,0.9988089679443335,0.011190510961564449,0.9176343994496424,0.9086336868756495,0.5206040383438567,0.0043384700255276135,0.005413624007325456,5.225984130153843e-05,-0.0065555297766624,0.20507234853478506,0.053229784206238036,0.2519479962238434,-0.010162649473739037,0.06891047611039791,-0.33185474646761975,-0.35132927242534306,0.989267367119194,0.02669207738315994,1.2541155032923375,0.47000000000000003,1.1764705882353184,2.220446049250313e-16
0.0005322961751131299,0.0006481441382169462,4.016117173175261e-06,0.9990255002499796,0.05455285838061109,0.010280357818032906,0.06439235355668262,0.9987041985069437,0.0118931884248978,0.9142874970453636,0.9051018373610822,0.5304651150293698,0.004583272997648976,0.005754350483982477,5.8308106331395814e-05,-0.006871386890989574,0.20754416755098437,0.0547248777729205,0.25644541323376263,-0.010791238004223234,0.07162501655627529,-0.3375257343881531,-0.3550406304881249,0.9829479699834182,0.02245310129258645,1.2155354837384265,0.48,1.1764705882353186,-6.661338147750939e-16
