position0_particle0,position1_particle0,position2_particle0,position0_particle1,position1_particle1,position2_particle1,position0_particle2,position1_particle2,position2_particle2,position0_particle3,position1_particle3,position2_particle3,momentum0_particle0,momentum1_particle0,momentum2_particle0,momentum0_particle1,momentum1_particle1,momentum2_particle1,momentum0_particle2,momentum1_particle2,momentum2_particle2,momentum0_particle3,momentum1_particle3,momentum2_particle3,lambda0,lambda1,time,hamiltonian
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.176470588235294,0.0,0.0,0.0,86.17647058823529
0.007207396400233029,0.001917412993986474,1.008499647770849e-05,0.9974209041650123,0.14145095421143888,0.002766879419160787,0.004957987274809935,1.0020926189894181,0.00015073555523471062,0.9936038355133336,1.1464215886447264,0.04196622645235299,0.3603698200116514,0.09587064969932368,0.0005042498238854244,-0.12895479174938504,7.072547710571943,0.13834397095803933,0.24789936374049673,0.104630949470911,0.007536777761735531,-0.3198082243333169,-2.678920567763676,0.9218407343823556,18.111082823953613,29.398300458554612,0.04,85.46371198658292
0.030704526176809965,0.008616391419461845,4.01146391216308e-05,0.9906905025206185,0.28866358672272385,-0.0006624705879105664,0.01651856269360105,1.0084871163678557,0.0005270204324900079,0.9760183953329717,1.2740426357448813,0.09455008831169591,0.8144866688171952,0.2390782715744448,0.0009972323083106912,-0.20756529047030314,0.28808391499230596,-0.30981147131160697,0.330129407199059,0.21509391945096873,0.011277466101029332,-0.5594637846847773,9.059972922771415,1.7073523585847896,5.193719257333676,-18.02334237208682,0.08,83.13556452865367
0.06216783140483089,0.020876551384099187,8.405805579885698e-05,0.9801619220287883,0.4174701064679014,0.0007178131225749727,0.039325115658306604,1.0210461674124915,0.0022056904207581503,0.9452344920557053,1.4225334965667444,0.13687612624043086,0.758678592583851,0.37392972665742236,0.0011999385255506178,-0.31886373412121033,6.152242072266572,0.37882565683588393,0.8101982410362187,0.41285863278082197,0.07265603331237777,-0.9797313791785429,-1.6354298816782533,0.408949537851958,-8.013673401619368,80.05919395421239,0.12,84.05827865085402
0.11397796281593284,0.03972047780152431,0.00012891999993021417,0.9648558155148371,0.5650836136543134,0.0008036595241875943,0.06074807384138942,1.0372000333160445,0.0032570450233005374,0.9127847181202117,1.5290991791815487,0.18233464580818573,1.8318279779712463,0.5682665942138336,0.001043158681017242,-0.4464415915763451,1.2284332870540258,-0.37453333675525285,0.2609496681179222,0.3948346623968214,-0.020088303185258408,-0.6427573175961364,6.963714012418468,1.8639764405357855,67.91174989406025,-147.86409773142236,0.16,80.04690881323
0.16408270780018924,0.06354465962935506,0.00027369146317976137,0.9503092384698189,0.6814817719124487,-0.000978400557857263,0.09672513295741181,1.064469716479941,0.008626806178009644,0.8603069241107687,1.6727821627820199,0.22518815058880576,0.6734092712415738,0.622942497177704,0.006195414481460118,-0.2808872606745682,4.591474625852745,0.28543033265301,1.5379032876831975,0.9686494957980066,0.28857636092071376,-1.9811323828760132,0.22043516760508414,0.2786987984952164,-135.61727876753017,331.17710317063194,0.2,83.67557325522029
0.23765581309986872,0.10136964036958739,0.00034525389243660667,0.927422502174955,0.8253918280569796,0.004058255206149775,0.12507256580849596,1.0888064816756016,0.01022521411346269,0.8190645758916031,1.7636470397679935,0.261154110604794,3.0052459937424,1.2683065398339124,-0.002617293018617852,-0.8634495540686219,2.604028181373799,-0.03359754445265808,-0.12053164512898924,0.24818876398502485,-0.20865596414806148,-0.08098502808226928,4.322808681693605,1.5195992023041958,285.24702569345607,-579.5086508137596,0.24,78.73230688889578
0.3082782970265801,0.13395834379455368,0.0007018784504971834,0.9104619813090009,0.9323131502750787,-0.001398919848508845,0.16635093523784855,1.1344776978218067,0.020215366972501578,0.7516050635290384,1.8940020590529727,0.3041173747401621,0.5258782025931695,0.36112863141440166,0.020448520921646687,0.015423510770915775,2.742037929531152,-0.23926120828027297,2.184450116596619,2.035372043325236,0.7081636071000058,-3.291990590045964,2.19494228255535,0.6285640044642108,-459.81085756848245,982.449163621757,0.28,84.33671479579806
0.39077237319607716,0.19755920576347352,0.0009835154902109028,0.8830688011250466,1.0679628742487994,0.007439592911017922,0.2037956132006313,1.1647842589763842,0.02344059967991891,0.7007595959219594,1.9762049269673194,0.3310496038311304,3.598825605881683,2.8189144670315898,-0.006366668935960714,-1.3850825199686292,4.040448269154892,0.6811868462566113,-0.312216218457482,-0.5200439855963661,-0.5469019717291393,0.7497172096920087,1.9152011131619833,0.7180474500842041,713.468716032799,-1478.0632849095166,0.32,79.89306636355627
0.48895927029215414,0.24155784690459642,0.0009415537202368275,0.862280897783067,1.1692598095675975,0.0011173910071043854,0.24090628154087396,1.227947610781678,0.03633118416983435,0.6294785816556674,2.086107776232206,0.37184973509872404,1.3105192489221669,-0.6189824099754444,0.004268580437256945,0.3456873528696518,1.02439849678501,-0.9972969414522881,2.167749635469614,3.6782115758610625,1.1914311962249116,-4.3137679230066075,3.579941350082335,1.3219591132954767,-954.6858580292082,2107.508988132829,0.36,84.28254233839749
0.5715000961012886,0.32685434582234374,0.0019712169342082507,0.8334328095750186,1.2919098107092888,0.00966558527286459,0.2893830340518966,1.2688656417031534,0.04390718850696022,0.5662473510907609,2.1641324977250207,0.39296793745952313,2.8165220415345584,4.8838073558628095,0.047214580261314205,-1.7880917632720745,5.108101560299554,1.4247066547402982,0.2560879900815159,-1.6323100297872983,-0.8126309793686182,1.1522063947612824,0.3212947245584178,-0.2660489952555219,1215.9185099320703,-2777.7154255034816,0.4,81.43208470061649
0.6875675867365997,0.3991525789524496,0.0006616011406177164,0.8100033768536994,1.3916060685231322,0.007410551975843528,0.3198785884461656,1.3388933302130306,0.05728677653928592,0.49805972310360097,2.250926209404813,0.42667479817146703,2.9868524902309934,-1.2688956993575156,-0.11269536994084092,0.6166201272061103,-0.12328866960738494,-1.5374583195913514,1.2686897296319353,5.133694455281154,1.4816103809849035,-4.561587794119278,4.018390859431183,1.9513920308527166,-1400.2300061977471,3496.0986895859987,0.44,83.21962958166944
