position0_particle0,position1_particle0,position2_particle0,position0_particle1,position1_particle1,position2_particle1,position0_particle2,position1_particle2,position2_particle2,position0_particle3,position1_particle3,position2_particle3,momentum0_particle0,momentum1_particle0,momentum2_particle0,momentum0_particle1,momentum1_particle1,momentum2_particle1,momentum0_particle2,momentum1_particle2,momentum2_particle2,momentum0_particle3,momentum1_particle3,momentum2_particle3,lambda0,lambda1,time,hamiltonian,hamiltonian_difference,constraint_0,constraint_1,constraint_velocity_0,constraint_velocity_1,dissipated_power,sum
4.751182141423994e-05,2.735863543830129e-06,1.0602702397893582e-09,1.000045384390699,0.002061367431504379,0.00012997402442248496,0.002883049281511587,1.0000402805118203,0.00011709921310446508,0.995991374331423,0.9963061921029812,0.11725766136095432,0.001420867709511846,0.00016554429261121775,7.563852131769878e-08,0.001299811093242104,0.0591801120374565,0.004650262907918574,0.05699254986442441,0.0016299175394662467,0.00352139017969426,-0.08023709385148327,-0.10673812758653242,1.1634804280112803,0.027536205048936606,1.3823880422128034,0.1,1.1761071071051121,-0.00014034350116909344,-4.440892098500626e-16,-5.551115123125783e-17,1.037292022173326e-06,-9.919966366053745e-07,0.00014034350116860013,4.933119884809045e-16
6.326523412206627e-05,4.901402794452051e-06,2.1252655867605035e-09,1.0000596631293055,0.002682898002741897,0.0001803652804946885,0.003480366043802306,1.0000588442001592,0.00015606890262944995,0.995148775539882,0.9951829821963384,0.12888054822663034,0.0017298148320527018,0.0002675635575129294,1.3736054807638674e-07,0.0015559366280951934,0.06512600221004253,0.005427988306521528,0.062470802593713806,0.002082820128305441,0.004272547725301953,-0.088282664456709,-0.11790385374201165,1.1610969451239248,0.030861928902735307,1.3868302294015762,0.11,1.175966763603943,-0.00016392379312035743,-3.885780586188048e-16,-5.551115123125783e-17,7.920848821107822e-07,-7.942073845038089e-07,0.00016392379312040676,4.933119884809045e-17
8.22707323195607e-05,8.290388935165778e-06,3.982145672856635e-09,1.0000766475540177,0.003353423172801032,0.00023751533125714283,0.004132310710579708,1.000082003443414,0.00020290964315893266,0.9942255796473163,0.9939663717600019,0.14048091167940008,0.0020712848074455727,0.0004102336706295602,2.340154691426661e-07,0.001840948314350345,0.0689790318017822,0.006002021845968998,0.0679181307617624,0.002549028522642741,0.005095600380593949,-0.09635651405642282,-0.12541823352528159,1.158975745430027,0.034092785141831276,1.3921507152509924,0.12,1.1758028398108227,-0.0001836761940505749,-4.996003610813204e-16,-1.1102230246251565e-16,4.620294314441626e-07,-6.181124159870821e-07,0.0001836761940528401,2.2651964939196523e-15
0.00010484414621325984,1.3347174430594015e-05,7.039025331278313e-09,1.0000966407337677,0.004052803347620063,0.00029925847000984013,0.004838583098034254,1.000109784457554,0.000258331304098131,0.9932214721624849,0.9926916044284148,0.1520616092979049,0.0024433979713221624,0.0006011234284704084,3.7736046255242665e-07,0.0021576876356718313,0.0708970031620715,0.006346605904579003,0.07333634672932475,0.0030071743053682524,0.005988731807274862,-0.10446498291021529,-0.12953523279232437,1.157163778270861,0.037126850770845016,1.3979785350873482,0.13,1.175619163616772,-0.00019992676213220761,-5.551115123125783e-16,0.0,1.4825146225352567e-07,-4.22833437985215e-07,0.00019992676213259682,3.8920147486798395e-16
0.00013127962388732506,2.058722478488017e-05,1.18283547731371e-08,1.0001199628235693,0.004764148620643609,0.00036346450574472244,0.0055988898172446375,1.0001420178459366,0.000323024492665256,0.9921361122144737,0.991388412396257,0.16362545318370234,0.0028436975634924754,0.0008468866423877997,5.805054258201386e-07,0.0025067303246504753,0.0713720514426383,0.006494601242397655,0.07872499711276139,0.003439503371180846,0.006949905906151802,-0.11260700669202846,-0.13110317363923665,1.1556049988886177,0.03990477942545385,1.403791534481115,0.14,1.17541923685464,-0.0002141976916152366,-6.106226635438361e-16,-1.6653345369377348e-16,-6.270704412322803e-08,-2.436662148441737e-07,0.00021419769161858817,3.3515670707501277e-15
0.0001618454932049445,3.0585665743824936e-05,1.902018047902436e-08,1.0001469233753724,0.0054767133666123145,0.0004286284696594291,0.0064129182877153135,1.000178387884411,0.00039765978313673517,0.9909692189984004,0.9900758482535307,0.17517417257560913,0.003269476300054879,0.001152801549417989,8.578597153725834e-07,0.002885380035980601,0.07114089775109883,0.0065381915405444985,0.0840806969815013,0.0038345043237353427,0.007977152188168543,-0.12077163652289888,-0.13140965490602816,1.1541388794926986,0.04240013127240791,1.4089063525679761,0.15,1.1752050391630247,-0.00022862668014300702,-6.661338147750939e-16,-5.551115123125783e-17,-1.244600995428842e-07,-1.9639409755412007e-07,0.00022862668014294061,6.640738306473715e-17
0.00019678234500828401,4.396196282472091e-05,2.9435753346911496e-08,1.0001777873029332,0.006187683836759528,0.0004944026481366301,0.007280304600398561,1.000218502728036,0.0004828893850349807,0.9897206763896607,0.9887590442361988,0.18670747607983762,0.0037178940606146823,0.0015224578667625758,1.225254858206205e-06,0.003287405476181769,0.07105319627834383,0.006616644154895794,0.08939656555515689,0.004188464401219793,0.009068768191482328,-0.12893688522506766,-0.1319511485603485,1.1525218213529977,0.044598596637112416,1.4124992850699016,0.16,1.1749764124828816,-0.00024538285884867506,-6.661338147750939e-16,-1.1102230246251565e-16,-3.240290119511588e-08,-4.380848151047667e-07,0.0002453828588480415,6.335535394919045e-16
0.0002363018515150626,6.136238564384134e-05,4.406325096683024e-08,1.0002127427393288,0.006902556171565699,0.0005619487908674532,0.00820059829184075,1.0002619735400105,0.000579350333551427,0.988390637926704,0.9874284482027672,0.19822242971662352,0.004186007240737181,0.0019576266970579184,1.7002446657736335e-06,0.0037036818029518356,0.07192127068288798,0.006892584391268041,0.09466217273326165,0.004505697993684067,0.010223421511802739,-0.13707080736623126,-0.1341680581259556,1.1504689060041886,0.046489231317515714,1.4137225354702592,0.17,1.174731029624033,-0.0002663213128140107,-5.551115123125783e-16,-5.551115123125783e-17,1.927922294968354e-07,-1.0569779367169962e-06,0.000266321312813644,3.6673138484322187e-16
0.00028058669075315285,8.344212161436886e-05,6.407765945236683e-08,1.0002518794992312,0.007634049017757228,0.0006340155265254425,0.009173231864962932,1.0003084891241125,0.0006876685551081211,0.9869796059843355,0.9860616519370484,0.20971331856412173,0.0046709606068793975,0.002458320497046063,2.302637031331851e-06,0.004123670177543406,0.07437729855541539,0.007520762740329199,0.09986454189116788,0.004797418826721202,0.011440222799534485,-0.14513558110745098,-0.1391911950178,1.1477088634954595,0.048080723095383894,1.4119503861457037,0.18,1.174464708311219,-0.0002928892477107592,-6.661338147750939e-16,-5.551115123125783e-17,5.235522019791244e-07,-2.0083835218093204e-06,0.00029288924771066194,9.725293487194975e-17
0.0003297940804452204,0.00011084882966339394,9.08674688292011e-08,1.0002951852222646,0.008399748577637752,0.0007146953418386779,0.010197506622944831,1.0003578735084881,0.000808463952486451,0.9854884555505807,0.9846274786010982,0.22117207169180642,0.00517051733152658,0.0030230211127504018,3.055324844023623e-06,0.004537474429130125,0.07876261342066693,0.008615200322312439,0.10499040970517931,0.005079458048387057,0.01271885667612312,-0.15309450564343596,-0.14764347217216114,1.1440417620415022,0.04943517566395673,1.4070777729901844,0.19,1.1741718190635082,-0.0003261019187741354,-7.216449660063518e-16,-1.1102230246251565e-16,9.311714374588692e-07,-3.093046032423552e-06,0.0003261019187739224,2.1299151678477735e-16
0.00038406595831487304,0.00014420907374179502,1.2607112368751882e-07,1.0003425630135252,0.009218903905048297,0.0008088786922133122,0.011272605692829724,1.0004101169487138,0.0009423572655899283,0.9839183793957285,0.9830916040449934,0.23258921782858796,0.005683858242403942,0.00364902770292982,3.985406127639929e-06,0.004938083822994078,0.08506845206144227,0.010221469752614438,0.11002940427179919,0.0053692299967640035,0.014059805944572356,-0.16092072532702603,-0.15953143904880804,1.1393874653148082,0.05069495765845256,1.3997458859382201,0.2,1.173845717144734,-0.000366383177901497,-7.216449660063518e-16,-5.551115123125783e-17,1.3763790649972546e-06,-4.044676030198757e-06,0.0003663831779013687,1.2831532711365945e-16
0.00044354686273124084,0.00018411850214889244,1.7162543062527371e-07,1.0003938701744441,0.010108940148943197,0.0009214881176785642,0.012397638657226037,1.0004653755162816,0.0010899792066310116,0.9822707487758472,0.9814227161647409,0.24395522454579852,0.006212322640870178,0.004332857978490386,5.125455259912255e-06,0.005323348360775867,0.09293879671754034,0.012300415340436677,0.11497718860746556,0.005682483516798999,0.015464582263644961,-0.16860539864923293,-0.17424613700171884,1.1338138781273,0.05207676735937215,1.3913479970256526,0.21,1.1734793339668326,-0.00041322790673037346,-6.661338147750939e-16,0.0,1.7958733839326321e-06,-4.630335200900282e-06,0.00041322790673049066,1.1720225484568303e-16
0.0005084068132170689,0.0002311359400466646,2.2982604200257652e-07,1.0004489730716153,0.011082309680291882,0.0010566290363782241,0.013571711867949017,1.0005239400325565,0.0012519811066943184,0.9805469080303948,0.9795981171988836,0.2552619808022439,0.006759667456297043,0.005070629601066201,6.514667015552385e-06,0.005697231073459831,0.10173510955220523,0.014727768399497703,0.11983745353713716,0.006030419738207626,0.01693579774901823,-0.17616275044125532,-0.19067365616976553,1.12753737316176,0.053823377107491514,1.3837713196943482,0.22,1.1730661060601022,-0.0004648712345440842,-6.661338147750939e-16,-1.1102230246251565e-16,2.1013490106467844e-06,-4.75483055105419e-06,0.00046487123454433594,2.5175174445113413e-16
0.0005788630009084725,0.0002857808666151775,3.033965430996092e-07,1.0005078089570079,0.012144242745149317,0.0012168234325710438,0.014794008639756552,1.0005861806167025,0.0014290446325729814,0.978747944307308,0.9776077697111261,0.2665041331325907,0.007331570081983319,0.005858355712635855,8.199433203853038e-06,0.006069946005057593,0.11065150341927991,0.01731111083906567,0.12462190082436896,0.006417697090999143,0.01847690742671393,-0.18362999417608153,-0.20739584138173914,1.12089309290761,0.056127941016494064,1.3789289165195175,0.23,1.1726012348255581,-0.0005182680021342811,-6.661338147750939e-16,-1.1102230246251565e-16,2.2004521845041952e-06,-4.464088262753907e-06,0.0005182680021343055,2.439454888092385e-17
0.0006551929583884739,0.00034853318799998786,3.9555754278071663e-07,1.0005704423899169,0.013291797366277319,0.0014024892399792342,0.016063858598912326,1.000652477524051,0.0016218870605372894,0.9768744865498872,0.9754560671092773,0.27767999347776123,0.00793442141401694,0.006692108564326191,1.0232766732368356e-05,0.006456740576742453,0.11885942080632027,0.019822050642572392,0.12934809100678538,0.006841684378706816,0.02009157816614764,-0.1910615573080839,-0.22294467898800793,1.1142789761264937,0.05906300618245652,1.378251000132272,0.24,1.1720829668234238,-0.0005695891595300928,-6.661338147750939e-16,-1.6653345369377348e-16,2.0335762132388246e-06,-3.902733331881403e-06,0.0005695891595295889,5.039371697712625e-16
0.0007377338999939618,0.000419833903167137,5.100815153534474e-07,1.0006371027388756,0.014514370888121854,0.001611789940697708,0.01738077761997873,1.0007231514118111,0.0018312589164835105,0.9749265858276934,0.9731610251731967,0.28879180390662834,0.0085737669070796,0.007568034469102199,1.2672027782173814e-05,0.006875329214995951,0.12565528356258332,0.022038089501121152,0.13403571320649268,0.007293093173300633,0.021782793023095375,-0.19851858713066978,-0.2360637082281044,1.1080831096469324,0.062545365432783,1.3822978240549353,0.25,1.1715133776638937,-0.0006151712818041055,-6.661338147750939e-16,-5.551115123125783e-17,1.6074350378961558e-06,-3.2145267052363646e-06,0.0006151712818028246,1.280876446574375e-15
0.0008268671390359931,0.0005000852546582882,6.513156253410801e-07,1.0007081909196487,0.01579556811250737,0.0018409118607026287,0.018744467734785178,1.0007984061881203,0.0020579325466829512,0.9729037128899476,0.9707510629412346,0.29984525942399376,0.009252880901318292,0.008482235829116858,1.5574794215317173e-05,0.00734230693959638,0.13058416131449935,0.023786294499855757,0.13870230975477235,0.007757862088555649,0.023551933016783422,-0.20605600041844974,-0.2459287381642453,1.1026079938261861,0.06634948219016004,1.3906116655543252,0.26,1.1708982063820896,-0.0006525786172832948,-5.551115123125783e-16,-1.6653345369377348e-16,1.005003747138987e-06,-2.500741726557676e-06,0.0006525786172836902,3.9540853230546347e-16
0.0009229907917073648,0.0005896492564856855,8.241564399672813e-07,1.0007842484180958,0.017116075859011804,0.002084743907077687,0.020154776443817204,1.0008782951699178,0.0023026825931217005,0.9708048840611846,0.9682599769226647,0.31084833270313134,0.009971849632959578,0.009430564536367253,1.899336870993989e-05,0.007869192749834344,0.1335173879863919,0.024980114775157835,0.14335943205164295,0.008219934270954557,0.025398076270970335,-0.2137097653341637,-0.25228846554975165,1.0980066620013156,0.0701584691485998,1.4018006733661414,0.27,1.1702456277648063,-0.0006813349152630099,-5.551115123125783e-16,-1.6653345369377348e-16,3.635984660316921e-07,-1.8116324823069796e-06,0.0006813349152631121,1.0213184464813452e-16
0.0010264864811396835,0.000688844025915875,1.0339682073676434e-06,1.0008658892197024,0.01845701805555887,0.0023378529696270914,0.021611623226208222,1.000962716883426,0.0025662613499336804,0.9686289004478326,0.9657210283439733,0.32180958552857514,0.010727288253501945,0.010408389349667752,2.2968984770120722e-05,0.00845896757148475,0.13467105132302,0.025641697734722385,0.1480099244265547,0.008664408430694624,0.02731767509142314,-0.22148695733623683,-0.2555012501885203,1.0942439030874527,0.07362756809983705,1.4137930434774093,0.28,1.1695642928495433,-0.0007030253012760834,-4.996003610813204e-16,-5.551115123125783e-17,-1.6946046327119546e-07,-1.2113661699564293e-06,0.0007030253012760784,4.9873299934333204e-18
0.0011376859148831222,0.0007979379972414479,1.2864479555804531e-06,1.0009537039974985,0.0198031899719994,0.00259558458008932,0.023114905924613915,1.0010514413549427,0.002849372898007336,0.9663746633315091,0.9631612034554519,0.3327362624959498,0.011512598495187109,0.01141040491544848,2.752696487244873e-05,0.009103987987713261,0.1345633319650863,0.025904624357723467,0.15264661525458723,0.009080485872652226,0.029304634523309437,-0.2293604659284622,-0.25646372751577196,1.0910914903874704,0.07643822193518793,1.4241643787731377,0.29,1.1688612675482672,-0.0007207702742322297,-4.996003610813204e-16,-1.1102230246251565e-16,-4.820512557839052e-07,-8.10009311819071e-07,0.0007207702742321791,5.063224145507306e-17
0.001256841964373988,0.0009171427355441372,1.5874524213723541e-06,1.0010481536377958,0.021145604153089855,0.0028550854841355882,0.02466440167481033,1.0011441621811197,0.003152649861429483,0.964041513035294,0.9605966542471318,0.3436325204152946,0.01231861140298269,0.012430542745085106,3.2673928285909895e-05,0.00978594007171648,0.1339195042530056,0.025995556451530035,0.15725253478468718,0.009463679362753549,0.03135075816111621,-0.23726959331456235,-0.2564461141482355,1.0881600934814903,0.07833649042289818,1.4305010658845967,0.3,1.168140497274035,-0.0007383517880761303,-3.885780586188048e-16,0.0,-5.229876259456312e-07,-7.719095546088184e-07,0.0007383517880761422,1.1817803680091998e-17
0.0013841077632930085,0.0010466055870463765,1.942811589440956e-06,1.0011494737830373,0.022482912373389004,0.003116049227219055,0.026259677887495246,1.001240564997703,0.003476636256369741,0.961629529965964,0.958030100466761,0.3544981392696806,0.01313454838082453,0.013462027555366761,3.839790532783254e-05,0.010478088976591204,0.13354213980682414,0.026197192165163623,0.16180270775230352,0.009816883953892366,0.03344652082693879,-0.24512702055146113,-0.2568646419259369,1.0849636773957099,0.07916468573587508,1.4307835412766718,0.31,1.1674021454859589,-0.0007593677483670458,-2.7755575615628914e-16,0.0,-3.0071439953427426e-07,-1.2344116829543506e-06,0.0007593677483643907,2.655102700199752e-15
0.001519527259129425,0.0011864037177544045,2.3581612350925276e-06,1.0012576121333197,0.023821470418181136,0.0033810276557532802,0.027900029417654255,1.0013403999351622,0.003821779795653267,0.9591397356367438,0.9554506204380029,0.36532798679449024,0.01394935078642823,0.014497598586200077,4.4672023802247013e-05,0.011149581079850835,0.13416946915159336,0.02679849354167382,0.16626759827942644,0.010150103537932033,0.035582187029731455,-0.2528318452924043,-0.2590313638256219,1.0810058275663104,0.07889794273510897,1.4237985595625926,0.32,1.1666427777375918,-0.0007866716242763694,-1.6653345369377348e-16,1.1102230246251565e-16,1.3668849426808072e-07,-2.22952908607299e-06,0.0007866716242759367,4.327050870389648e-16
0.0016630411430680469,0.0013365411445687867,2.838832000681776e-06,1.0013722154835023,0.02517404984644154,0.0036552241423314,0.029584457564986736,1.0014435447464733,0.004188437090618339,0.9565741402696548,0.9528358404802008,0.37611237991369273,0.014753426001294187,0.01552988677667387,5.146212931558624e-05,0.011771088956657245,0.1363464165004851,0.028040803773949106,0.17061803118706498,0.010478858724285417,0.037749271963280616,-0.2602872281253875,-0.26392462773479697,1.0758727962741952,0.07768553049387761,1.4095206245508205,0.33,1.1658561061133155,-0.0008221204511480451,-1.1102230246251565e-16,1.1102230246251565e-16,7.232343912175893e-07,-3.6117872848073773e-06,0.0008221204511471047,9.404369644139265e-16
0.0018145116527335358,0.0014969501173970389,3.389832888746591e-06,1.001492674720204,0.026557434357461655,0.00394577688914249,0.03131170272257809,1.001550046707295,0.004576894665751423,0.953935604457375,0.9501561189180054,0.3868383237088205,0.015540675931819285,0.01655190778899694,5.873804829752165e-05,0.012320758383669769,0.1403304857035653,0.030069745588282258,0.17483100033124263,0.010821533440055587,0.039942243063355136,-0.26741993433066086,-0.2720196847043549,1.0693159627512743,0.07587875656049173,1.3893606810042394,0.34,1.1650339856621674,-0.0008664726043838833,0.0,1.1102230246251565e-16,1.3848489935977537e-06,-5.092635194020589e-06,0.0008664726043839364,5.312590645178972e-17
0.0019737669888576837,0.0016674976711505286,4.0159591486825804e-06,1.001618224925034,0.027989330649617474,0.004260637405985715,0.03308033365351451,1.0016601349777985,0.0049874065998831,0.9512275154883384,0.9473799768095685,0.3974914408695998,0.016310391293010745,0.017557602961701595,6.648720368968078e-05,0.012789282582345194,0.14604877272759975,0.03290235778036327,0.17889518585604203,0.01119612066063269,0.042160143762980655,-0.2741978594766563,-0.2832087369830327,1.061307469404586,0.074017251251485,1.3661314177804762,0.35000000000000003,1.1641675130577835,-0.0009192644259345961,-5.551115123125783e-17,1.1102230246251565e-16,2.036172300431266e-06,-6.3236132589183924e-06,0.0009192644259357558,1.1596626436904955e-15
0.002140660902467732,0.0018479973978398486,4.7220362938257785e-06,1.0017480863925838,0.029485142728108017,0.004607232548541437,0.03488888322915907,1.00177420035136,0.005420245633294957,0.9484533197722014,0.9444798107739718,0.40805826322074074,0.017068391429002874,0.01854234237616756,7.472822533900232e-05,0.01318301092762588,0.1531136429705209,0.036416670730787526,0.1828147292728789,0.011616954051638971,0.04440766291939603,-0.28064128375077074,-0.29682447013635765,1.0520570008235708,0.07275331310886367,1.343650218198071,0.36,1.163248248631849,-0.0009786456284324174,-1.6653345369377348e-16,1.1102230246251565e-16,2.575564195217775e-06,-7.036444164609801e-06,0.0009786456284325215,1.0408340855860843e-16
0.0023151370227278427,0.0020382256229880625,5.513284396477069e-06,1.0018816228744185,0.031055182335754217,0.0049911511804991635,0.03673600662054027,1.0018927453099367,0.005875759636721718,0.9456159917951217,0.9414368738665906,0.4185284709534879,0.01782683262301922,0.019503302653475156,8.352139519125514e-05,0.013524285439310215,0.1608942785587189,0.04036705566075763,0.18660994900336092,0.012092037663735058,0.04669513776595604,-0.28682431166515787,-0.31176291133989076,1.0419845457258616,0.0727186707874246,1.3259987061865992,0.37,1.1622696030034165,-0.0010413417654231427,-1.6653345369377348e-16,0.0,2.8929738104827712e-06,-7.11791477364665e-06,0.001041341765423609,4.662069341687669e-16
0.00249728339019876,0.0022379403841649697,6.395753907088855e-06,1.0020184875760354,0.032702809352602974,0.005415105547445917,0.03862062856414741,1.0020163129294497,0.006354421359755546,0.9427175453145361,0.9382446424279904,0.42889665494581264,0.018602440871165856,0.020439649581908307,9.297250693112234e-05,0.013848654884063824,0.16863112481103865,0.044423817728596014,0.1903144397180722,0.012621486238895656,0.04903720684081188,-0.2928649844519571,-0.32668337638016415,1.0316522527390786,0.07436699295244414,1.3166170376693445,0.38,1.1612282612379934,-0.0011029801185171717,-1.1102230246251565e-16,0.0,2.896657531278185e-06,-6.6334817464819285e-06,0.0011029801185174185,2.467644144577008e-16
0.002687362714686269,0.0024469010806518255,7.376752856529426e-06,1.0021587267877607,0.034423826301229574,0.005878377633911039,0.040542045609044,1.0021454072930087,0.0068568583817053596,0.9397586945606708,0.9349099810441339,0.4391632493885222,0.01941342402633618,0.02135248971546307,0.00010322728295699401,0.014199187460985996,0.175572264914282,0.04823059956442887,0.19396896926124496,0.013197386472905977,0.0514501975491509,-0.2989051663210982,-0.3402489003911431,1.0216666358028321,0.07784205163775673,1.3174724829345752,0.39,1.1601252811194762,-0.0011588861727833688,0.0,1.1102230246251565e-16,2.5499315640543224e-06,-5.7498829609536894e-06,0.0011588861727836386,2.697495005143935e-16
